#depth	Te	Htot	hden	eden	2H_2/H	HI	HII	HeI	HeII	HeIII	CO/C	C1	C2	C3	C4	O1	O2	O3	O4	O5	O6	H2O/O	AV(point)	AV(extend)	Tau912
3.97505e+20	7.0431e+03	2.200e-22	1.0000e+01	1.0847e+01	3.2306e-19	9.9622e-05	9.9990e-01	2.0931e-02	9.7907e-01	5.0878e-19	5.1858e-24	2.2616e-06	1.2104e-01	8.7895e-01	5.9027e-07	5.8389e-05	9.9421e-01	5.7344e-03	1.1755e-36	1.1755e-36	1.1755e-36	1.8820e-34	0.00e+00	0.00e+00	1.9376e+00
3.98935e+20	7.0368e+03	2.205e-22	1.0000e+01	1.0845e+01	3.2897e-19	1.0016e-04	9.9990e-01	2.4645e-02	9.7536e-01	4.4949e-19	5.4926e-24	2.3740e-06	1.2678e-01	8.7322e-01	5.1770e-07	5.8744e-05	9.9514e-01	4.7966e-03	1.1755e-36	1.1755e-36	1.1755e-36	1.9225e-34	0.00e+00	0.00e+00	1.9463e+00
4.00209e+20	7.0171e+03	2.212e-22	1.0000e+01	1.0841e+01	3.3707e-19	1.0077e-04	9.9990e-01	2.9264e-02	9.7074e-01	3.9722e-19	5.7989e-24	2.4843e-06	1.3245e-01	8.6755e-01	4.5594e-07	5.9120e-05	9.9594e-01	4.0042e-03	1.1755e-36	1.1755e-36	1.1755e-36	1.9510e-34	0.00e+00	0.00e+00	1.9537e+00
4.01259e+20	7.0048e+03	2.218e-22	1.0000e+01	1.0837e+01	3.4228e-19	1.0122e-04	9.9990e-01	3.4548e-02	9.6545e-01	3.5641e-19	6.0622e-24	2.5811e-06	1.3745e-01	8.6254e-01	4.0716e-07	5.9402e-05	9.9656e-01	3.3818e-03	1.1755e-36	1.1755e-36	1.1755e-36	1.9678e-34	0.00e+00	0.00e+00	1.9597e+00
4.02114e+20	6.9842e+03	2.224e-22	1.0000e+01	1.0831e+01	3.4990e-19	1.0167e-04	9.9990e-01	4.0441e-02	9.5956e-01	3.2404e-19	6.3031e-24	2.6650e-06	1.4186e-01	8.5814e-01	3.6759e-07	5.9670e-05	9.9705e-01	2.8911e-03	1.1755e-36	1.1755e-36	1.1755e-36	1.9880e-34	0.00e+00	0.00e+00	1.9647e+00
4.02843e+20	6.9742e+03	2.227e-22	1.0000e+01	1.0825e+01	3.5442e-19	1.0197e-04	9.9990e-01	4.7176e-02	9.5282e-01	2.9631e-19	6.5082e-24	2.7386e-06	1.4571e-01	8.5429e-01	3.3438e-07	5.9855e-05	9.9745e-01	2.4867e-03	1.1755e-36	1.1755e-36	1.1755e-36	2.0034e-34	0.00e+00	0.00e+00	1.9691e+00
4.03492e+20	6.9606e+03	2.232e-22	1.0000e+01	1.0820e+01	3.5959e-19	1.0229e-04	9.9990e-01	5.5268e-02	9.4473e-01	2.7066e-19	6.7040e-24	2.8093e-06	1.4931e-01	8.5069e-01	3.0460e-07	6.0041e-05	9.9781e-01	2.1335e-03	1.1755e-36	1.1755e-36	1.1755e-36	2.0156e-34	0.00e+00	0.00e+00	1.9730e+00
4.04068e+20	6.9461e+03	2.236e-22	1.0000e+01	1.0812e+01	3.6496e-19	1.0257e-04	9.9990e-01	6.5014e-02	9.3499e-01	2.4642e-19	6.8838e-24	2.8725e-06	1.5262e-01	8.4738e-01	2.7794e-07	6.0202e-05	9.9812e-01	1.8230e-03	1.1755e-36	1.1755e-36	1.1755e-36	2.0269e-34	0.00e+00	0.00e+00	1.9765e+00
4.04565e+20	6.9306e+03	2.238e-22	1.0000e+01	1.0800e+01	3.6986e-19	1.0277e-04	9.9990e-01	7.6406e-02	9.2359e-01	2.2368e-19	7.0337e-24	2.9249e-06	1.5552e-01	8.4448e-01	2.5456e-07	6.0316e-05	9.9838e-01	1.5566e-03	1.1755e-36	1.1755e-36	1.1755e-36	2.0288e-34	0.00e+00	0.00e+00	1.9795e+00
4.04989e+20	6.9198e+03	2.240e-22	1.0000e+01	1.0792e+01	3.7393e-19	1.0294e-04	9.9990e-01	8.9615e-02	9.1039e-01	2.0454e-19	7.1702e-24	2.9736e-06	1.5804e-01	8.4196e-01	2.3405e-07	6.0416e-05	9.9861e-01	1.3297e-03	1.1755e-36	1.1755e-36	1.1755e-36	2.0367e-34	0.00e+00	0.00e+00	1.9820e+00
4.05354e+20	6.9040e+03	2.241e-22	1.0000e+01	1.0777e+01	3.7878e-19	1.0308e-04	9.9990e-01	1.0489e-01	8.9511e-01	1.8634e-19	7.2834e-24	3.0124e-06	1.6024e-01	8.3976e-01	2.1571e-07	6.0491e-05	9.9881e-01	1.1345e-03	1.1755e-36	1.1755e-36	1.1755e-36	2.0364e-34	0.00e+00	0.00e+00	1.9842e+00
4.05674e+20	6.8936e+03	2.240e-22	1.0000e+01	1.0765e+01	3.8195e-19	1.0316e-04	9.9990e-01	1.2268e-01	8.7732e-01	1.6972e-19	7.3778e-24	3.0465e-06	1.6211e-01	8.3788e-01	1.9913e-07	6.0532e-05	9.9897e-01	9.6445e-04	1.1755e-36	1.1755e-36	1.1755e-36	2.0357e-34	0.00e+00	0.00e+00	1.9862e+00
4.05955e+20	6.8746e+03	2.239e-22	1.0000e+01	1.0746e+01	3.8733e-19	1.0325e-04	9.9990e-01	1.4359e-01	8.5641e-01	1.5318e-19	7.4598e-24	3.0739e-06	1.6378e-01	8.3621e-01	1.8375e-07	6.0566e-05	9.9912e-01	8.1508e-04	1.1755e-36	1.1755e-36	1.1755e-36	2.0301e-34	0.00e+00	0.00e+00	1.9879e+00
4.06203e+20	6.8683e+03	2.235e-22	1.0000e+01	1.0729e+01	3.8861e-19	1.0319e-04	9.9990e-01	1.6792e-01	8.3208e-01	1.3802e-19	7.5139e-24	3.0952e-06	1.6511e-01	8.3488e-01	1.6975e-07	6.0537e-05	9.9925e-01	6.8464e-04	1.1755e-36	1.1755e-36	1.1755e-36	2.0215e-34	0.00e+00	0.00e+00	1.9894e+00
4.06423e+20	6.8504e+03	2.231e-22	1.0000e+01	1.0707e+01	3.9360e-19	1.0320e-04	9.9990e-01	1.9632e-01	8.0368e-01	1.2328e-19	7.5692e-24	3.1131e-06	1.6633e-01	8.3367e-01	1.5655e-07	6.0529e-05	9.9937e-01	5.7101e-04	1.1755e-36	1.1755e-36	1.1755e-36	2.0149e-34	0.00e+00	0.00e+00	1.9907e+00
4.06617e+20	6.8386e+03	2.223e-22	1.0000e+01	1.0681e+01	3.9552e-19	1.0308e-04	9.9990e-01	2.2901e-01	7.7099e-01	1.0912e-19	7.5914e-24	3.1235e-06	1.6724e-01	8.3276e-01	1.4440e-07	6.0454e-05	9.9947e-01	4.7297e-04	1.1755e-36	1.1755e-36	1.1755e-36	1.9951e-34	0.00e+00	0.00e+00	1.9919e+00
4.06790e+20	6.8156e+03	2.214e-22	1.0000e+01	1.0644e+01	4.0047e-19	1.0297e-04	9.9990e-01	2.6674e-01	7.3326e-01	9.4924e-20	7.6033e-24	3.1284e-06	1.6800e-01	8.3200e-01	1.3288e-07	6.0365e-05	9.9955e-01	3.8863e-04	1.1755e-36	1.1755e-36	1.1755e-36	1.9699e-34	0.00e+00	0.00e+00	1.9930e+00
4.06947e+20	6.8058e+03	2.200e-22	1.0000e+01	1.0607e+01	4.0115e-19	1.0268e-04	9.9990e-01	3.0994e-01	6.9006e-01	8.1648e-20	7.5861e-24	3.1259e-06	1.6846e-01	8.3154e-01	1.1755e-36	6.0196e-05	9.9962e-01	3.1609e-04	1.1755e-36	1.1755e-36	1.1755e-36	1.9429e-34	0.00e+00	0.00e+00	1.9940e+00
4.07092e+20	6.7832e+03	2.187e-22	1.0000e+01	1.0565e+01	4.0534e-19	1.0249e-04	9.9990e-01	3.5988e-01	6.4012e-01	6.8843e-20	7.5738e-24	3.1236e-06	1.6891e-01	8.3109e-01	1.1755e-36	6.0061e-05	9.9969e-01	2.5390e-04	1.1755e-36	1.1755e-36	1.1755e-36	1.9117e-34	0.00e+00	0.00e+00	1.9949e+00
4.07225e+20	6.7705e+03	2.168e-22	1.0000e+01	1.0525e+01	4.0673e-19	1.0219e-04	9.9990e-01	4.1669e-01	5.8331e-01	5.7002e-20	7.5474e-24	3.1167e-06	1.6916e-01	8.3084e-01	1.1755e-36	5.9878e-05	9.9974e-01	2.0104e-04	1.1755e-36	1.1755e-36	1.1755e-36	1.8859e-34	0.00e+00	0.00e+00	1.9957e+00
4.07351e+20	6.7458e+03	2.146e-22	1.0000e+01	1.0465e+01	4.0917e-19	1.0181e-04	9.9990e-01	4.8044e-01	5.1956e-01	4.5102e-20	7.4841e-24	3.1010e-06	1.6920e-01	8.3080e-01	1.1755e-36	5.9630e-05	9.9978e-01	1.5696e-04	1.1755e-36	1.1755e-36	1.1755e-36	1.8303e-34	0.00e+00	0.00e+00	1.9965e+00
4.07473e+20	6.7192e+03	2.123e-22	1.0000e+01	1.0415e+01	4.1564e-19	1.0155e-04	9.9990e-01	5.5174e-01	4.4826e-01	3.4566e-20	7.4585e-24	3.0902e-06	1.6932e-01	8.3067e-01	1.1755e-36	5.9446e-05	9.9982e-01	1.2010e-04	1.1755e-36	1.1755e-36	1.1755e-36	1.8081e-34	0.00e+00	0.00e+00	1.9973e+00
4.07611e+20	6.6892e+03	2.089e-22	1.0000e+01	1.0334e+01	4.1761e-19	1.0100e-04	9.9990e-01	6.4023e-01	3.5977e-01	2.4090e-20	7.3561e-24	3.0621e-06	1.6904e-01	8.3095e-01	1.1755e-36	5.9091e-05	9.9985e-01	8.6205e-05	1.1755e-36	1.1755e-36	1.1755e-36	1.7354e-34	0.00e+00	0.00e+00	1.9983e+00
4.07763e+20	6.6530e+03	2.053e-22	1.0000e+01	1.0250e+01	4.2302e-19	1.0049e-04	9.9990e-01	7.3891e-01	2.6109e-01	1.4095e-20	7.2666e-24	3.0342e-06	1.6875e-01	8.3125e-01	1.1755e-36	5.8750e-05	9.9988e-01	5.7856e-05	1.1755e-36	1.1755e-36	1.1755e-36	1.6760e-34	0.00e+00	0.00e+00	1.9992e+00
4.07907e+20	6.6194e+03	2.022e-22	1.0000e+01	1.0184e+01	4.3114e-19	1.0018e-04	9.9990e-01	8.2410e-01	1.7590e-01	7.8011e-21	7.2201e-24	3.0151e-06	1.6858e-01	8.3142e-01	1.1755e-36	5.8524e-05	9.9990e-01	3.8528e-05	1.1755e-36	1.1755e-36	1.1755e-36	1.6465e-34	0.00e+00	0.00e+00	2.0001e+00
4.08071e+20	6.5921e+03	1.992e-22	1.0000e+01	1.0118e+01	4.3441e-19	9.9856e-05	9.9990e-01	8.9659e-01	1.0341e-01	3.7037e-21	7.1483e-24	2.9935e-06	1.6825e-01	8.3175e-01	1.1755e-36	5.8288e-05	9.9992e-01	2.4164e-05	1.1755e-36	1.1755e-36	1.1755e-36	1.5960e-34	0.00e+00	0.00e+00	2.0013e+00
4.08283e+20	6.5706e+03	1.968e-22	1.0000e+01	1.0063e+01	4.3734e-19	9.9667e-05	9.9990e-01	9.5245e-01	4.7555e-02	1.2367e-21	7.0997e-24	2.9786e-06	1.6799e-01	8.3201e-01	1.1755e-36	5.8132e-05	9.9993e-01	1.3183e-05	1.1755e-36	1.1755e-36	1.1755e-36	1.5584e-34	0.00e+00	0.00e+00	2.0028e+00
4.08560e+20	6.5544e+03	1.955e-22	1.0000e+01	1.0027e+01	4.3756e-19	9.9690e-05	9.9990e-01	9.8363e-01	1.6374e-02	2.7691e-22	7.0684e-24	2.9716e-06	1.6789e-01	8.3211e-01	1.1755e-36	5.8098e-05	9.9994e-01	6.0591e-06	1.1755e-36	1.1755e-36	1.1755e-36	1.5167e-34	0.00e+00	0.00e+00	2.0047e+00
4.08920e+20	6.5505e+03	1.950e-22	1.0000e+01	1.0015e+01	4.3874e-19	9.9897e-05	9.9990e-01	9.9571e-01	4.2915e-03	4.1676e-23	7.0870e-24	2.9733e-06	1.6797e-01	8.3203e-01	1.1755e-36	5.8185e-05	9.9994e-01	2.2669e-06	1.1755e-36	1.1755e-36	1.1755e-36	1.5118e-34	0.00e+00	0.00e+00	2.0073e+00
4.09387e+20	6.5514e+03	1.950e-22	1.0000e+01	1.0010e+01	4.3995e-19	1.0019e-04	9.9990e-01	9.9895e-01	1.0452e-03	4.9731e-24	7.1238e-24	2.9785e-06	1.6814e-01	8.3186e-01	1.1755e-36	5.8322e-05	9.9994e-01	6.6490e-07	1.1755e-36	1.1755e-36	1.1755e-36	1.5178e-34	0.00e+00	0.00e+00	2.0106e+00
4.09995e+20	6.5550e+03	1.951e-22	1.0000e+01	1.0008e+01	4.4082e-19	1.0053e-04	9.9990e-01	9.9957e-01	4.3125e-04	8.2078e-25	7.1719e-24	2.9869e-06	1.6837e-01	8.3162e-01	1.1755e-36	5.8495e-05	9.9994e-01	1.4681e-07	1.1755e-36	1.1755e-36	1.1755e-36	1.5275e-34	0.00e+00	0.00e+00	2.0150e+00
4.10785e+20	6.5576e+03	1.953e-22	1.0000e+01	1.0012e+01	4.4135e-19	1.0102e-04	9.9990e-01	9.9967e-01	3.2545e-04	1.9044e-25	7.2355e-24	3.0006e-06	1.6880e-01	8.3120e-01	1.1755e-36	5.8743e-05	9.9994e-01	2.3532e-08	1.1755e-36	1.1755e-36	1.1755e-36	1.5325e-34	0.00e+00	0.00e+00	2.0207e+00
4.11812e+20	6.5597e+03	1.956e-22	1.0000e+01	1.0013e+01	4.4340e-19	1.0157e-04	9.9990e-01	9.9972e-01	2.8263e-04	1.1755e-36	7.3161e-24	3.0153e-06	1.6931e-01	8.3069e-01	1.1755e-36	5.9020e-05	9.9994e-01	2.6510e-09	1.1755e-36	1.1755e-36	1.1755e-36	1.5476e-34	0.00e+00	0.00e+00	2.0282e+00
4.13147e+20	6.5670e+03	1.957e-22	1.0000e+01	1.0013e+01	4.3797e-19	1.0217e-04	9.9990e-01	9.9975e-01	2.4994e-04	1.1755e-36	7.3712e-24	3.0328e-06	1.6990e-01	8.3010e-01	1.1755e-36	5.9333e-05	9.9994e-01	2.0112e-10	1.1755e-36	1.1755e-36	1.1755e-36	1.5191e-34	0.00e+00	0.00e+00	2.0379e+00
4.14883e+20	6.5696e+03	1.961e-22	1.0000e+01	1.0013e+01	4.4281e-19	1.0297e-04	9.9990e-01	9.9978e-01	2.2067e-04	1.1755e-36	7.5046e-24	3.0564e-06	1.7077e-01	8.2923e-01	1.1755e-36	5.9746e-05	9.9994e-01	9.5640e-12	1.1755e-36	1.1755e-36	1.1755e-36	1.5505e-34	0.00e+00	0.00e+00	2.0506e+00
4.17140e+20	6.5792e+03	1.963e-22	1.0000e+01	1.0013e+01	4.3448e-19	1.0390e-04	9.9990e-01	9.9980e-01	1.9761e-04	1.1755e-36	7.5951e-24	3.0845e-06	1.7182e-01	8.2818e-01	1.1755e-36	6.0237e-05	9.9994e-01	2.5173e-13	1.1755e-36	1.1755e-36	1.1755e-36	1.5043e-34	0.00e+00	0.00e+00	2.0674e+00
4.20073e+20	6.5851e+03	1.968e-22	1.0000e+01	1.0013e+01	4.3767e-19	1.0513e-04	9.9989e-01	9.9982e-01	1.7632e-04	1.1755e-36	7.7892e-24	3.1232e-06	1.7329e-01	8.2670e-01	1.1755e-36	6.0887e-05	9.9994e-01	2.9922e-15	1.1755e-36	1.1755e-36	1.1755e-36	1.5250e-34	0.00e+00	0.00e+00	2.0894e+00
4.23887e+20	6.6001e+03	1.972e-22	1.0000e+01	1.0013e+01	4.2504e-19	1.0667e-04	9.9989e-01	9.9984e-01	1.6088e-04	1.1755e-36	7.9530e-24	3.1703e-06	1.7515e-01	8.2485e-01	1.1755e-36	6.1705e-05	9.9994e-01	1.2072e-17	1.1755e-36	1.1755e-36	1.1755e-36	1.4549e-34	0.00e+00	0.00e+00	2.1184e+00
4.28844e+20	6.6094e+03	1.980e-22	1.0000e+01	1.0013e+01	4.3329e-19	1.0877e-04	9.9989e-01	9.9985e-01	1.4517e-04	1.1755e-36	8.3143e-24	3.2385e-06	1.7776e-01	8.2224e-01	1.1755e-36	6.2823e-05	9.9994e-01	1.1390e-20	1.1755e-36	1.1755e-36	1.1755e-36	1.5041e-34	0.00e+00	0.00e+00	2.1569e+00
4.35289e+20	6.6296e+03	1.988e-22	1.0000e+01	1.0013e+01	4.1853e-19	1.1152e-04	9.9989e-01	9.9987e-01	1.3471e-04	1.1755e-36	8.6623e-24	3.3234e-06	1.8116e-01	8.1884e-01	1.1755e-36	6.4297e-05	9.9994e-01	3.3820e-24	1.1755e-36	1.1755e-36	1.1755e-36	1.4175e-34	0.00e+00	0.00e+00	2.2082e+00
4.43668e+20	6.6540e+03	1.999e-22	1.0000e+01	1.0013e+01	4.2711e-19	1.1521e-04	9.9988e-01	9.9988e-01	1.2297e-04	1.1755e-36	9.3244e-24	3.4443e-06	1.8579e-01	8.1421e-01	1.1755e-36	6.6292e-05	9.9993e-01	9.8125e-25	1.1755e-36	1.1755e-36	1.1755e-36	1.4785e-34	0.00e+00	0.00e+00	2.2771e+00
4.54560e+20	6.6826e+03	2.016e-22	1.0000e+01	1.0013e+01	4.0960e-19	1.2047e-04	9.9988e-01	9.9988e-01	1.1546e-04	1.1755e-36	1.0105e-23	3.6033e-06	1.9221e-01	8.0779e-01	1.1755e-36	6.9128e-05	9.9993e-01	1.1820e-24	1.1755e-36	1.1755e-36	1.1755e-36	1.3662e-34	0.00e+00	0.00e+00	2.3707e+00
4.68719e+20	6.7245e+03	2.038e-22	1.0000e+01	1.0013e+01	4.1793e-19	1.2788e-04	9.9987e-01	9.9989e-01	1.0734e-04	1.1755e-36	1.1520e-23	3.8309e-06	2.0114e-01	7.9885e-01	1.1755e-36	7.3161e-05	9.9993e-01	1.7224e-24	1.1755e-36	1.1755e-36	1.1755e-36	1.4243e-34	0.00e+00	0.00e+00	2.5000e+00
4.87127e+20	6.7835e+03	2.068e-22	1.0000e+01	1.0012e+01	4.1936e-19	1.3880e-04	9.9986e-01	9.9990e-01	1.0019e-04	1.1755e-36	1.3744e-23	4.1577e-06	2.1392e-01	7.8607e-01	1.1755e-36	7.9168e-05	9.9992e-01	2.9091e-24	1.1755e-36	1.1755e-36	1.1755e-36	1.4440e-34	0.00e+00	0.00e+00	2.6823e+00
5.11057e+20	6.8642e+03	2.112e-22	1.0000e+01	1.0012e+01	4.5358e-19	1.5579e-04	9.9984e-01	9.9991e-01	9.2403e-05	1.1755e-36	1.7989e-23	4.6477e-06	2.3289e-01	7.6711e-01	1.1755e-36	8.8660e-05	9.9991e-01	5.8751e-24	1.1755e-36	1.1755e-36	1.1755e-36	1.6902e-34	0.00e+00	0.00e+00	2.9484e+00
5.42165e+20	6.9798e+03	2.178e-22	1.0000e+01	1.0012e+01	5.2000e-19	1.8424e-04	9.9982e-01	9.9992e-01	8.3782e-05	1.1755e-36	2.6845e-23	5.4171e-06	2.6239e-01	7.3761e-01	1.1755e-36	1.0499e-04	9.9989e-01	1.5621e-23	1.1755e-36	1.1755e-36	1.1755e-36	2.2210e-34	0.00e+00	0.00e+00	3.3574e+00
5.74189e+20	7.1278e+03	2.267e-22	1.0000e+01	1.0011e+01	6.2795e-19	2.2623e-04	9.9977e-01	9.9993e-01	7.4679e-05	1.1755e-36	4.3957e-23	6.4028e-06	2.9994e-01	7.0005e-01	1.1755e-36	1.2997e-04	9.9987e-01	5.2156e-23	1.1755e-36	1.1755e-36	1.1755e-36	3.2693e-34	0.00e+00	0.00e+00	3.7699e+00
5.98134e+20	7.2618e+03	2.352e-22	1.0000e+01	1.0011e+01	7.7985e-19	2.7298e-04	9.9973e-01	9.9993e-01	6.6714e-05	1.1755e-36	6.9660e-23	7.3367e-06	3.3557e-01	6.6442e-01	1.1755e-36	1.5914e-04	9.9984e-01	1.4868e-22	1.1755e-36	1.1755e-36	1.1755e-36	5.0507e-34	0.00e+00	0.00e+00	4.0975e+00
6.14537e+20	7.3616e+03	2.420e-22	1.0000e+01	1.0010e+01	9.7912e-19	3.1723e-04	9.9968e-01	9.9994e-01	6.0478e-05	1.1755e-36	1.0182e-22	8.1246e-06	3.6516e-01	6.3484e-01	1.1755e-36	1.8807e-04	9.9981e-01	3.1645e-22	1.1755e-36	1.1755e-36	1.1755e-36	7.8232e-34	0.00e+00	0.00e+00	4.3738e+00
6.27820e+20	7.4481e+03	2.480e-22	1.0000e+01	1.0010e+01	1.1996e-18	3.6328e-04	9.9964e-01	9.9994e-01	5.5095e-05	1.1755e-36	1.4378e-22	8.8612e-06	3.9291e-01	6.0708e-01	1.1755e-36	2.1954e-04	9.9978e-01	5.9871e-22	1.1755e-36	1.1755e-36	1.1755e-36	1.1564e-33	0.00e+00	0.00e+00	4.6667e+00
6.42502e+20	7.5445e+03	2.552e-22	1.0000e+01	1.0009e+01	1.5933e-18	4.2906e-04	9.9957e-01	9.9995e-01	4.8062e-05	1.1755e-36	2.2158e-22	9.8087e-06	4.2853e-01	5.7146e-01	1.1755e-36	2.6668e-04	9.9973e-01	1.1975e-21	1.1755e-36	1.1755e-36	1.1755e-36	1.9700e-33	0.00e+00	0.00e+00	5.1163e+00
6.57675e+20	7.6627e+03	2.640e-22	1.0000e+01	1.0008e+01	2.3219e-18	5.2441e-04	9.9948e-01	9.9996e-01	3.8166e-05	1.1755e-36	3.7379e-22	1.0912e-05	4.7057e-01	5.2942e-01	1.1755e-36	3.3882e-04	9.9966e-01	2.7298e-21	1.1755e-36	1.1755e-36	1.1755e-36	3.9856e-33	0.00e+00	0.00e+00	5.5715e+00
6.70415e+20	7.7702e+03	2.727e-22	1.0000e+01	1.0007e+01	3.8120e-18	6.4209e-04	9.9936e-01	9.9997e-01	2.8672e-05	1.1755e-36	6.4567e-22	1.2016e-05	5.1262e-01	4.8737e-01	1.1755e-36	4.3346e-04	9.9957e-01	5.6459e-21	1.1755e-36	1.1755e-36	1.1755e-36	9.8241e-33	0.00e+00	0.00e+00	6.0470e+00
6.80913e+20	7.8657e+03	2.810e-22	1.0000e+01	1.0005e+01	6.4778e-18	7.8306e-04	9.9922e-01	9.9998e-01	2.0358e-05	1.1755e-36	1.1129e-21	1.3076e-05	5.5266e-01	4.4732e-01	1.1755e-36	5.5360e-04	9.9945e-01	1.0573e-20	1.1755e-36	1.1755e-36	1.1755e-36	2.5631e-32	0.00e+00	0.00e+00	6.5051e+00
6.89054e+20	7.9505e+03	2.883e-22	1.0000e+01	1.0004e+01	1.1590e-17	9.3886e-04	9.9906e-01	9.9999e-01	1.3341e-05	1.1755e-36	1.8805e-21	1.3994e-05	5.8787e-01	4.1212e-01	1.1755e-36	6.9365e-04	9.9931e-01	1.8191e-20	1.1755e-36	1.1755e-36	1.1755e-36	7.3685e-32	0.00e+00	0.00e+00	6.9210e+00
6.95323e+20	8.0143e+03	2.947e-22	1.0000e+01	1.0002e+01	2.3840e-17	1.1043e-03	9.9890e-01	9.9999e-01	7.0854e-06	1.1755e-36	3.2388e-21	1.4774e-05	6.1813e-01	3.8186e-01	1.1755e-36	8.4893e-04	9.9915e-01	2.7085e-20	1.1755e-36	1.1755e-36	1.1755e-36	2.7446e-31	0.00e+00	0.00e+00	7.3059e+00
7.00426e+20	8.0692e+03	3.003e-22	1.0000e+01	9.9998e+00	3.8669e-17	1.2835e-03	9.9872e-01	1.0000e+00	4.8060e-06	1.1755e-36	5.1175e-21	1.5468e-05	6.4510e-01	3.5489e-01	1.1755e-36	1.0235e-03	9.9898e-01	3.7907e-20	1.1755e-36	1.1755e-36	1.1755e-36	6.6481e-31	0.00e+00	0.00e+00	7.6856e+00
7.04840e+20	8.1176e+03	3.056e-22	1.0000e+01	9.9977e+00	6.1086e-17	1.4871e-03	9.9851e-01	1.0000e+00	3.2912e-06	1.1755e-36	7.9970e-21	1.6119e-05	6.7037e-01	3.2962e-01	1.1755e-36	1.2285e-03	9.9877e-01	5.0692e-20	1.1755e-36	1.1755e-36	1.1755e-36	1.5301e-30	0.00e+00	0.00e+00	8.0746e+00
7.08716e+20	8.1601e+03	3.108e-22	1.0000e+01	9.9955e+00	9.1011e-17	1.7220e-03	9.9828e-01	1.0000e+00	2.4169e-06	1.1755e-36	1.2168e-20	1.6743e-05	6.9428e-01	3.0570e-01	1.1755e-36	1.4719e-03	9.9853e-01	6.5081e-20	1.1755e-36	1.1755e-36	1.1755e-36	3.1350e-30	0.00e+00	0.00e+00	8.4668e+00
7.12045e+20	8.1976e+03	3.156e-22	1.0000e+01	9.9929e+00	1.3324e-16	1.9868e-03	9.9801e-01	1.0000e+00	1.7920e-06	1.1755e-36	1.8235e-20	1.7306e-05	7.1634e-01	2.8365e-01	1.1755e-36	1.7535e-03	9.9825e-01	8.0801e-20	1.1755e-36	1.1755e-36	1.1755e-36	6.1931e-30	0.00e+00	0.00e+00	8.8495e+00
7.14856e+20	8.2290e+03	3.201e-22	1.0000e+01	9.9900e+00	1.8797e-16	2.2778e-03	9.9772e-01	1.0000e+00	1.3820e-06	1.1755e-36	2.6499e-20	1.7813e-05	7.3627e-01	2.6371e-01	1.1755e-36	2.0699e-03	9.9793e-01	9.6479e-20	1.1755e-36	1.1755e-36	1.1755e-36	1.1356e-29	0.00e+00	0.00e+00	9.2193e+00
7.17251e+20	8.2549e+03	3.242e-22	1.0000e+01	9.9868e+00	2.5788e-16	2.5966e-03	9.9740e-01	1.0000e+00	1.1019e-06	1.1755e-36	3.7529e-20	1.8273e-05	7.5438e-01	2.4561e-01	1.1755e-36	2.4232e-03	9.9758e-01	1.1136e-19	1.1755e-36	1.1755e-36	1.1755e-36	1.9671e-29	0.00e+00	0.00e+00	9.5830e+00
7.19341e+20	8.2762e+03	3.281e-22	1.0000e+01	9.9832e+00	3.4779e-16	2.9517e-03	9.9705e-01	1.0000e+00	8.9748e-07	1.1755e-36	5.2276e-20	1.8698e-05	7.7115e-01	2.2883e-01	1.1755e-36	2.8229e-03	9.9718e-01	1.2497e-19	1.1755e-36	1.1755e-36	1.1755e-36	3.2829e-29	0.00e+00	0.00e+00	9.9487e+00
7.21195e+20	8.2898e+03	3.321e-22	1.0000e+01	9.9799e+00	4.6202e-16	3.3532e-03	9.9665e-01	1.0000e+00	7.5461e-07	1.1755e-36	7.1792e-20	1.9130e-05	7.8694e-01	2.1304e-01	1.1755e-36	3.2812e-03	9.9672e-01	1.3380e-19	1.1755e-36	1.1755e-36	1.1755e-36	5.2731e-29	0.00e+00	0.00e+00	1.0318e+01
7.22836e+20	8.3052e+03	3.357e-22	1.0000e+01	9.9758e+00	6.1278e-16	3.8040e-03	9.9620e-01	1.0000e+00	6.2925e-07	1.1755e-36	9.8166e-20	1.9498e-05	8.0166e-01	1.9832e-01	1.1755e-36	3.8025e-03	9.9620e-01	1.4458e-19	1.1755e-36	1.1755e-36	1.1755e-36	8.4573e-29	0.00e+00	0.00e+00	1.0688e+01
7.24282e+20	8.3144e+03	3.393e-22	1.0000e+01	9.9710e+00	8.0864e-16	4.3085e-03	9.9569e-01	1.0000e+00	5.2982e-07	1.1755e-36	1.3302e-19	1.9842e-05	8.1536e-01	1.8462e-01	1.1755e-36	4.3917e-03	9.9561e-01	1.5076e-19	1.1755e-36	1.1755e-36	1.1755e-36	1.3345e-28	0.00e+00	0.00e+00	1.1055e+01
7.25555e+20	8.3198e+03	3.427e-22	1.0000e+01	9.9655e+00	1.0595e-15	4.8707e-03	9.9513e-01	1.0000e+00	4.5085e-07	1.1755e-36	1.7852e-19	2.0161e-05	8.2808e-01	1.7190e-01	1.1755e-36	5.0544e-03	9.9495e-01	1.5387e-19	1.1755e-36	1.1755e-36	1.1755e-36	2.0688e-28	0.00e+00	0.00e+00	1.1423e+01
